,raw_text,clean_text,subjectivity,polarity
871,@TeamTrump This reminds me of trump lawyer claiming a man came in to dump BALLOTS at 4:30 am with a wagon. Truth was he was bringing in sound equipment. Cult needs to accept JOE BIDEN WON and wear a god damn mask!,teamtrump reminds trump lawyer claiming man came dump ballot wagon truth bringing sound equipment cult need accept joe biden wear god damn mask,1,1
872,@danamcamishRN @realDonaldTrump Biden has not won!!! You in the basement with Biden?? 😂🤣🙄🙄,danamcamishrn realdonaldtrump biden not basement,1,0
873,"Biden wants Fauci to be his chief medical adviser, says he'll ask for 100 days of masks https://t.co/ZNNHttjLCr",biden want fauci chief medical adviser say ask day mask,0,2
874,"@noahsarkcrypto Man, who could have seen this coming? 

If Biden is president in 2021 and you don't pay up, we aren't friends and I've lost all respect for you

I would have paid you the day networks called it man. This is the equivalent to not paying up on a sports bet bc of the refs",noahsarkcrypto man could seen coming biden president pay friend lost respect would paid day network called equivalent not paying sport bet bc ref,1,0
875,"@AP @CNN Anyone who will wear a mask is already wearing one. Anyone who does not want to, simply will not. 
Harping on mask wearing incessantly simply shows Biden does not know what else to do to get the virus under control.",ap cnn anyone wear mask already wearing one not want simply harping incessantly show biden know else get virus control,1,0
876,@realDonaldTrump Thought it would crash if Biden was elected,realdonaldtrump thought would crash biden elected,1,0
877,"@realDonaldTrump Yep, consequence of a Biden victory.",realdonaldtrump yep consequence biden victory,1,0
878,"We care a lot if Biden gets 49% or 55% in a state, but does it matter if 72% or 78% of US support massive increases in spending &amp; regulations for clean infrastructure?",care lot biden get state matter u support massive increase spending amp regulation clean infrastructure,1,0
879,@realDonaldTrump THANK YOU PRESIDENT ELECT JOE BIDEN!,realdonaldtrump thank president elect joe biden,1,1
880,@realDonaldTrump Thanks to President Biden! https://t.co/LGgbo65ENr,realdonaldtrump thanks president biden,1,1
881,@thomaskaine5 @iamLucretiaMott @bjwinnerdavis @WendyMeer11 @WinnerBrittany What Biden not talking about her? .@JoeBiden,thomaskaine iamlucretiamott bjwinnerdavis wendymeer winnerbrittany biden not talking joebiden,0,2
882,"Call to action for the Biden administration and governments everywhere: ""make the upcoming COVID-19 vaccine a People's Vaccine: a global public good, freely and fairly available to all, prioritizing those most in need here at home and around the world."" https://t.co/ERsdXTYALg",call action biden administration government everywhere make upcoming covid vaccine people global public good freely fairly available prioritizing need home around world,0,2
883,"@ZawackiDustin @devibharati @Eveadamsnj @JordanChariton @BernieSanders @CNN “Feet to fire”, “push Biden left” amounts to load of crap it would seem...",zawackidustin devibharati eveadamsnj jordanchariton berniesanders cnn foot fire push biden left amount load crap would seem,1,1
884,"@CharlesPPierce Come on - as a Coloradan - we voted for Biden, Hickenlooper, Colorado Democratic controlled state congress!  This ass got in but don’t put us voters who worked hard down.",charlesppierce come coloradan voted biden hickenlooper colorado democratic controlled state congress as got put u voter worked hard,1,0
885,The current and future administration needs to clearly communicate about the efficacy of various mask types. Some masks don't do much of anything. #100Days #Trump #Biden,current future administration need clearly communicate efficacy various mask type mask much anything day trump biden,0,2
886,@tweettruth2me Wtf is with her and Biden both? It cramps my neck listening to either of them speak.,tweettruth wtf biden cramp neck listening either speak,1,0
887,@wokebot3 @WalkerBragman Depends on your definition meaningful change.   Biden is going to meaningful change from the last four years.,wokebot walkerbragman depends definition meaningful change biden going last four year,1,1
888,Joe Biden just revealed what he's going to ask you to do on inauguration day. via FOX NEWS #breakingnews #news #breaking,joe biden revealed going ask inauguration day via fox news breakingnews breaking,0,2
889,"@JoeBiden Congratulations, Joe Biden, entering the White House",joebiden congratulation joe biden entering white house,1,1
890,"@EmeraldRobinson @truthteller1961 @GaSecofState @senatemajldr LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",emeraldrobinson truthteller gasecofstate senatemajldr lying cheating biden never president,1,0
891,"@realDonaldTrump Hey idiot, Biden got 80,000,000 votes, that is more than your 74 million.  Did you fail math?",realdonaldtrump hey idiot biden got vote million fail math,1,1
892,@kristinkgl @BrandonStraka DOJ should open investigation if Harris-Biden admin poses conflict of interest e.g. heavy investment on mask-making Chinese companies,kristinkgl brandonstraka doj open investigation harris biden admin pose conflict interest e g heavy investment mask making chinese company,1,0
893,@realDonaldTrump Confidence in Biden....,realdonaldtrump confidence biden,1,1
894,@Acosta I still won't take the vaccine until trump is completely out of the WH. And the Biden administration says it's ok,acosta still take vaccine trump completely wh biden administration say ok,1,1
895,"@kingslim445 @BagelGrenade @JayelWillow @manavjivan @realDonaldTrump @KLoeffler @sendavidperdue @BrianKempGA It is December!!🤣🤣🤣Exactly, agreed nothing to overturn as BIDEN WON!!!He was elected a MONTH AGO!!!🤣🤣🤣 President Biden-Elect till Jan, then its straight President Biden🤪🤪",kingslim bagelgrenade jayelwillow manavjivan realdonaldtrump kloeffler sendavidperdue briankempga december exactly agreed nothing overturn biden elected month ago president elect till jan straight,1,1
896,"So  Biden's doctor lied about his 'broken foot'?  
CNN Seems it wasn't so bad after all?  MSM GUSHED over how transparent and 'truthful' Joe's doc was ... seems Joe team are liars and were pushing BS !!  Not a good start .. looking for sympathy !!",biden doctor lied broken foot cnn seems bad msm gushed transparent truthful joe doc team liar pushing b not good start looking sympathy,1,0
897,"@RawStory LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",rawstory lying cheating biden never president,1,0
898,@KellyannePolls I don’t think the Biden administration needs anyone who thought the virus was contained earlier this year,kellyannepolls think biden administration need anyone thought virus contained earlier year,0,2
899,"@KhiveBidenBro Ro Khanna also thinks Joe Biden could just order Medicare for All as president so... 

https://t.co/vnN1ORz512",khivebidenbro ro khanna also think joe biden could order medicare president,0,2
900,Computer Shop Owner Who Raised Alarm About Hunter Biden Laptop Found Dead: https://t.co/rwJYVbrVjI,computer shop owner raised alarm hunter biden laptop found dead,1,0
901,"President-elect Joe Biden will ask Americans to wear masks for his first 100 days in office. Plus, he's asked Dr. Anthony Fauci to stay on, and optimism is growing for a relief deal in Congress. Here's the latest. https://t.co/dlKAEgsNb5",president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
902,"How to steal an election and hope you don't get caught.
Has anyone asked Joe Biden about this?",steal election hope get caught anyone asked joe biden,1,0
903,Biden eyes defeated candidates for key administration roles https://t.co/mZJYW3Yfrc  Waiting to see @PeteButtigieg in a role !!! @Transition46,biden eye defeated candidate key administration role waiting see petebuttigieg role transition,0,2
904,Biden plans scaled-back inauguration to avoid spreading coronavirus in crowds https://t.co/zuYd2C0Mhr https://t.co/vT5PvtgAXE,biden plan scaled back inauguration avoid spreading coronavirus crowd,0,2
905,@thehill Didn’t they all vote for Biden?,thehill vote biden,1,1
906,"@babyfacemagee @kingfaraone @JesseJHerman @Cernovich Umm, I think age is absolutely a problem w Biden.  Also, Biden will only get worse and that mental degradation will then be pinned on Trump in 2024.  I think it’s now or never for DJT.",babyfacemagee kingfaraone jessejherman cernovich umm think age absolutely problem w biden also get worse mental degradation pinned trump never djt,1,0
907,@DohertyMatt @FulhamTarheel I just want to know if you are still gonna deny the Biden win if that video “evidence” is never shared in court by 45’s amazing legal team.,dohertymatt fulhamtarheel want know still gon na deny biden win video evidence never shared court amazing legal team,1,0
908,"@BreitbartNews funny how now the trump losers are trying to paint china as the new enemy after the failed attempt against biden....

can't wait till this failed admin leaves office so the world can live in peace...

CHINA IS LIVING RENT FREE",breitbartnews funny trump loser trying paint china new enemy failed attempt biden wait till admin leaf office world live peace living rent free,1,1
909,"@ninaturner @CornelWest @jacobinmag Can anyone find the clip from pre-2020 race from msnbc(?) where West says he loves brother Biden but then says ""let's face it, he's a milquetoast neoliberal gangster with.... and even worse policies..."" and then he holds out his finger like the burn sign? Can't find it lol...",ninaturner cornelwest jacobinmag anyone find clip pre race msnbc west say love brother biden let face milquetoast neoliberal gangster even worse policy hold finger like burn sign lol,1,0
