,raw_text,subjectivity,polarity
988,"@CDCDirector @Mike_Pence @CDCgov I am outraged. This guy has backed the dear leader at every stage of his programmatic killing of more than 250,000 Americans. Can Redfield identify a single occasion  on which Pence publicly challenged Trump's actions? I hope Biden fires him as soon as possible",0,2
989,@goofytiger2 @deadpool230 @Heddy4444 @holygoresword @MsMgmt75 @Count2PointOh @Acosta No. You’re to dumb and selfish to see what he’s doing. There is proof of fraud and you don’t even care because you want a dumbass like Biden in office so he can give money to other countries. He’s doing this for the people. Over 80 million people realize it. The left just doesn’t,1,1
990,"Please don't forget to watch this video tho 
#Adebayor #Trump #Biden #TrumpConcede
https://t.co/qOMDEWhVlH",0,2
991,"@JoeBiden Biden is WAY better than Trump but its alredy proving to be not what we wanted. He wants to let Trump off, and give in to this Centrist vision he has, which Republicans will reject. I wish Bernie was elected. At least he wouldnt let Republicans walk all over him.",1,0
992,US House Financial Services Chair Waters Recommends Joe Biden Rescind OCC Crypto Guidance https://t.co/5FnoefBTBO https://t.co/acFC4NnRGY,0,2
993,@KelemenCari @Jaxx702 Their last dying wish was to vote Biden,0,2
994,@realDonaldTrump Yes...in anticipation of Biden/Harris.,0,2
995,"@evaedt2020 @realDonaldTrump Just for fun let's say this is true.
A group offered a raffle ticket to those who voted.
This encouraged people to vote.
Votes are anonymous, each person voted for the candidate of their choice.
Some voters got a gift.
Warped Trump logic:
This is fraud by Biden!!",1,0
996,"@LouDobbs @TomFitton LYING, CHEATING, BIDEN WILL NEVER BE MY PRESIDENT!",1,0
997,Call Your Mother Co-Owner Is Biden's New Covid Czar https://t.co/3jjrS56Od0,0,2
998,@ChrisCuomo Or Biden and Obama now distancing themselves from defund the police while they rode that slogan all summer until it became politically harmful to them?,1,0
999,"@FoxNews Bejing Biden will have no authority on inauguration day, Trump will be president.",1,0
1000,@VividConfusion @Linds_Zolna @itsJeffTiedrich I agree. Then he turned around and attempted to bury Biden's son. The man is completely compromised.,0,2
1001,Can somebody really important RT this before Biden takes credit for this,1,0
1002,@joansths1 I know. I kept hoping beyond hope that one of them would have the guts to just haul off and slug him. He has SO asked for it over the last 5 years. At least Joe Biden told him to shut up to his face. That was reason enough for me to vote for Joe.,1,1
1003,"More evidence for the media to ignore. Remember when Biden said he didn't need our votes to win the presidential election? Now we know why Joe Biden said, We have put together I think the most extensive and inclusive voter fraud organization in the history of American politics.”",1,0
1004,"@newsmax @RepDougCollins @seanspicer the now clear evidence of fraud should be headline news WORLDWIDE,  wow...its over for Biden",1,0
1005,"@atrupar America's lying, loser president, he's the fraud. He thinks his millions of votes are correct but Biden's are not, please.",1,1
1006,"@Acosta Thank you for giving us a story about Joe Biden 😎😎
 
There is too much coverage of  
LAME DUCK TRUMP  !!",1,1
1007,"@abuggi2000 If this isn't Biden's first act as President, I'm quitting",1,0
1008,"You mean cheating?
How Pro-Beijing Communists Almost Stole the Election for Joe Biden—the Old-Fashioned Way https://t.co/5IEaUAh5sx via @epochtimes",1,0
1009,"The Trump administration has refused to allow members of President-elect Joe Biden’s transition team to meet with officials at U.S. intelligence agencies that are controlled by the Pentagon, undermining prospects for a smooth transfer of power, current a… https://t.co/Ivw8PK9OJG",0,2
1010,@BobVrbanac @marklevinshow Biden cheated.   He didn’t win,1,0
1011,"China targeting Biden team, intelligence chief warns, amid fresh trade war measures https://t.co/tkuslTC4I6",0,2
1012,"Biden plans to retain Dr. Fauci, call for 100 days of mask-wearing https://t.co/1MwYytiKLI",0,2
1013,@therealzanetta Gurl the GOP are loyal to no one...this liar can’t help Biden/Harris do a thing...,0,2
1014,"@HC_Richardson Geography aside, I find it hard to believe that they would go to all that trouble and not have the decency to bring Hunter Biden’s laptop at the same time.",1,0
1015,"@ryanlcooper @ThePlumLineGS Not a hard needle to thread at all. “Vote against the fraud!” is a pretty easy message to understand. 

It’s Dems who should worry about voter turnout now that Biden-Harris’ win makes the mission seem accomplished.",1,0
1016,@questCNN In a few years you will postpone Biden interviews because of some breaking news from Beniamin Mincu and Elrond. Mark my words.,1,0
1017,"Biden urges Congress to quickly pass pandemic relief ahead of a ""very dark winter."" My report for @NBCNightlyNews: https://t.co/Q9P3uYDrSr",0,2
1018,"Beltway Insider:  Biden Transition, Trump Pardons, Iran, COVID Surge, Dinkins, Black Friday https://t.co/W4nmB2z6s0",0,2
1019,@catturd2 Catturd didn’t you tell us the same story about you before this story surfaced about Biden.  Biden the KING OF plagiarizing!!! He and satan are competing for the title for the father of lies!,1,0
1020,@realDonaldTrump Thanks to joe Biden and Kamala. The stock market and the economy always do well under democrats. https://t.co/vz6QuLriuG,1,1
1021,"Biden, unlike Trump, will ‘hold China accountable' in a ‘more consistent way’: senator https://t.co/ZycHj8ZXH4 by @AkikoFujita https://t.co/0PXH1uK46N",1,1
1022,How Pro-Beijing Communists Almost Stole the Election for Joe Biden—the Old-Fashioned Way https://t.co/J5l9ZZf5dW via @epochtimes,1,0
1023,@twk4usa @psPetePatel7 @AnBeOnd @CGLKag @FLPea5 @cindy_nurse @128JC3 @anchapman @BEG4DT @keithander78 @RuthEvans18 @RL9631 @Tracie0313 @RachM0312 @steven_l_cox @RebelNurse76 @kclark691 @tirebob @ReallyKW @Corbelious @KBUSMC2 @billfirn06 @KBrew4 @GeneralSHQ You forgot Biden splintering his ankle to pet his.,1,0
1024,"@senatemajldr @kyoag I hope President Biden will find some kind of a clause regarding Amy Barrett appointment into the Supreme Court, because she lied when she said she would not allow her religious beliefs to interfere with her political decisions. Anti-abortion, &amp; allowing  churches to stay open!👎",0,2
1025,"@PalmerReport Little known fact – that Biden’s support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? 
https://t.co/gWrMmF1xAY
Or p.101  👇
https://t.co/v9LH3gvRm2",0,2
1026,"The 2020 Election: Joe Biden Accepts the Mantle as President-Elect; Donald Trump Still Has Cards to Play - Opinion: Democrats: The 'have ballot, will travel' party (American Thinker)
https://t.co/DTjJxJV7jR",0,2
1027,@drew1241 Biden won. Fair and square. This “evidence” is nonsense.,1,1
1028,"@thehill @sendavidperdue The presidential election’s integrity is in doubt. And Joe Biden is not the legitimate winner. But you should channel your anger over this by voting in the runoff election, whose integrity I will guarantee to right the wrong done to you, so I can act as a check on Biden. D.Perdue",1,0
1029,"@webeburnin305 @JoshuaHol Yes, morons that thought he even had a chance in Biden's cabinet. Start a rumor about yourself, get people fired up, it's not even a thing. 101 gaslighting BS and people fell for it.",0,2
1030,@realDonaldTrump Because Biden is the President-elect and Harris is our new Vice-president- elect.,1,1
1031,"@marceelias Because the goal was just to make noise, raise money and try to deligitimize what they know is a Biden win.",1,1
1032,@realDonaldTrump We are we put biden in,1,1
1033,@Native4Trump73 @AzMan623 @Garrett_Archer According to the audited election canvas Biden. Super simple. You're welcome 😊,0,2
1034,"@seanhannity The market hit an all time high because your Dear Leader is going to be shown the door, you moron.

Didn’t Mr. Trump say that the market would crash if Joe Biden got elected?",1,1
1035,"@kirstiealley Right? Unfortunately section 230 doesn’t have a chance to be overturned under Biden.  So the Twitters, Googles, and Facebooks can continue to act as “editors without consequence” kinda scary what has become of our nation and free speech.  What’s next? Pray we keep the Senate.",1,0
1036,"@BarryTBarker @JennaEllisEsq It's not over after Putrump leaves office.

McConnell will work daily to sabotage Biden's legislation &amp; the nation itself.

The trumpshevik reign of terror will shape the GOP as long as his vile crimes &amp; theirs go unpunished.

#HR4401RestoreMediaFairness

https://t.co/NIYtE1iiA8",1,1
1037,"@Jim_Jordan Over 80 million KNOW there WAS no fraud because no evidence has been presented.

That's more than HALF of the electorate.

For that reason alone, we owe it to the country to stop the shenanigans and admit Joe Biden as POTUS.
#MAGA #TRUMP2020ToSaveAmerica #Trump #StopTheSteaI2020",1,1
1038,@1bc2353c517f4ec @AGirlJustKnows Look at how many voted for Biden this election and say that again with a straight face.,1,1
1039,@realDonaldTrump Thanks president Biden!!,1,1
1040,"@DoodlesTrks @newtgingrich @senatemajldr @GaRepublicans @sendavidperdue @KLoeffler I truly believe most of them are complicit. All you have to do is look at the Veritas Videos from San Antonio TX and Sarge's timeline after the election, with the red districts going to Biden and then the   seats in blue districts going Republican.",0,2
1041,"@lowkell @CABlueBlaze @CunningCindy A valid critique, but my constituents were quoted and photographed in The NY Times. That is a rare thing. They worked hard to elect Biden. And I’m proud of them. We need to elect the best candidate for Governor, and yes, that’s a woman.",1,1
1042,"@Redistrict Current EV count of certified states:

Biden - 196 of 306
Trump - 222 of 232

States remaining to certify:

Biden - 6 (110 EVs)
Trump - 1 (10 EVs) https://t.co/vWTNFRPRiW",0,2
1043,"@ZenOfTupac @TheWhiteBookpg Mid year, Georgia population is estimated at 3,989,167 pop. Governor said record breaking voted this election of over 4 m. Tallying up the illegal votes: 143,385. I wonder the Trump/Biden ratio of these said votes and how much they actually change the outcome?",0,2
1044,Biden keeping Fauci as a chief medical adviser https://t.co/fsnYxqQqec,0,2
1045,"I am reliably told that the Biden-Harris van is taking a victory lap down the Strip, with campaign workers filling out backdated mail ballots for the president-elect and tossing them to bystanders.",1,0
1046,"@joejenings @washingtonpost @DNC I guess you didn’t see the mueller report or Biden’s video about Ukraine. Anywho, have a great holiday season",0,2
1047,"“We already made America great again by voting in Joe Biden!” Did we??? Some people really base whether things are good or bad in our country on whether or not their party is in power. Even if, systemically, everything is the same.",1,0
1048,"@repraskin ,So much damning evidence was provided about what BIDEN did during the RUSSIAGATE hearings you would think Jamie Raskin would want to know what happened with those particular matters.  But instead he paints Republicans with the broadest brush in his toolkit
RT = agree.",1,0
1049,"@williamlegate Can you explain how Biden is inaugurated when 1) a winner has not been announced due to the recounting of ""legal"" ballots being incomplete? And 2) inauguration doesn't take place until January 20th 2021 at 12 noon! Then you can welcome President Trump to his 2nd term!",1,0
1050,@Local12 Nobody listens to Biden. Wake up!!!,1,0
1051,@shabbus @taka_inaru @marceelias I had the same question. Can’t Biden just come in and replace them once in office?,0,2
1052,Biden Camp Refuses To Rebuke China For US Intel Report Revealing ‘Influence Campaign’ Targeting Transition https://t.co/hkbeGOIsRn via @RaheemKassam,0,2
1053,According to Kalliope I am Joe Biden years old,0,2
1054,@CBS_Herridge Biden number 1 on the list,1,1
1055,Leaders Of Conservative Organizations Call For Biden To Release Bank Records https://t.co/IypnEetjfw,0,2
1056,@realDonaldTrump Thanks to future President Biden!  You did nothing except continue with your election lies to benefit yourself.  Not all Americans are blind to you.,1,0
1057,"@SenKamalaHarris For that reason, you and Biden need to start taking an aggressive stance with #MoscowMitch. You need to put the FBI, CIA, and DOJ on investigating him for any abuses of power or treason to see him removed from office.

He will only obstruct and sabotage. He must be removed.",0,2
1058,Anyone who thinks Joe Biden is here to rescue them is suffering from Stockholm Syndrome.,1,0
1059,@philipgeorgebe1 @CNN @JoeBiden @realDonaldTrump Much more credible than the idea that Biden got 80m votes,1,0
1060,President-elect Biden says he has asked Fauci to stay on and join COVID-19 team - Reuters https://t.co/sf8hR6gZ1c,0,2
1061,Telling though. Don’t think Biden will take her up on her offer.,0,2
1062,"@seanhannity the vaccine is what’s driving the markets back, not Biden

It means there won’t be another nation wide shutdown",1,0
1063,"@realDonaldTrump Yeah, no shit. We elected Joe Biden, so there's hope for the future.",1,1
1064,Trump thanks Republican congressman who’ll challenge Biden victory https://t.co/ySshHH0yTu,0,2
1065,@realDonaldTrump It will start on 1/20/21 when Biden/Harris are running things.,1,1
