ID,Tweet Text,Sentiment
389,friend lot changed since election know usa need new voting system u patriot n buy covid real like u show love president citizen asking trump mandate mask biden go,positive
390,biden vaccine team discovered virus yes named trump,positive
391,well going something evidence better hurry whole thing settled matter day biden confirmed next president,positive
392,not numpty evil biden supporting trump hater happy see people carry dying rather approve usa found wrong footed talking garbage try cover politics,positive
393,maker wo n need many next year roll drivvel every night wonderful biden wife charming caring anything go wrong caused trump hit different day obama tape photoshop bidens,positive
394,yep way democrat biden administration reality,positive
395,china nwo spent billion overthrow govt surely n put egg joe biden winning not dumb right lin wood warned u threat beyond election,positive
396,biden legacy always taking credit nothing,positive
397,munk man huh even follow primary sander first three race biden south carolina obama called candidate told drop endorse warren stayed split progressive vote,positive
398,way forward covid together added name demand biden task force make vaccine free available everyone worldwide add,positive
