,Text,subjectivity,polarity
1228,dannysmoothie byrshay ygalanter realdonaldtrump sure fair election tide changed joe biden lost would screaming sky like clinton said ever concede mater,1,1
1229,rep jordan biden connected via youtube,0,2
1230,realdonaldtrump thankful donald trump biggest bestest nothing jeeze biggestloserinthelandofthewholeusa breaking news biden delivers covid vaccine people meantime omg literally begs pardon thx,1,1
1231,coronavirus part u face lockdown amp curfew trump would call stockmarket high sign economic recovery well way biden moderate detoxify toxic trumpian celebration incomeinequality wealthinequality,1,1
1232,pastor jazz hand biden supporter cursed video,1,0
1233,cbsnews mzhemingway cbs herridge tell joe biden,1,0
1234,berniesanders bernie really believe joe biden got legal vote barack obama hillary time gop better ballot math not add therefore president right seek truth,1,0
1235,foxnews ask nancy th pas help people need part biden party socialist democrat marxist,1,0
1236,sexxyshahs sullywins lux mousewives andy cheater winner biden never legitimate president,1,0
1237,littlecindy stjuice mctrump judahwarrior sidneypowell wow intelligent republican bowed see biden left bottom barrel crazy conspiracy theory gullible sheep,1,0
1238,wdaynews well course biden compromised corrupt elected potus ever unbelievably deep long,1,0
1239,perlmutations realdonaldtrump absolutely right trump work bad biden never president,1,0
1240,latest biden say fauci chief medical adviser,0,2
1241,mrvlusmrg cnn president elect biden jethro soon,1,1
1242,reuters little known fact biden support thatcher not first time u helped kick argie as lexington raid anyone p,0,2
1243,joejenings washingtonpost dnc guess see mueller report biden video ukraine anywho great holiday season,0,2
1244,scottbaio lindaliberty joebiden scott sometimes biden speak truth like giving away dem plan resign kamala presideny,1,0
1245,leafcavalier afjustinkg real life question not obvious biden thousand time decent competent trump larger problem knowledge reason,1,1
1246,kellyannepolls think biden administration need anyone thought virus contained earlier year,0,2
1247,joenbc record lying non journalist e need mental health provider lie sick twisted interpretation thing inability tell true fact biden corruption covering as every turn crony disgrace,1,0
1248,cnnpolitics cnnbrk vaccine effective first day presidency yet biden take credit passive mask policy,1,0
1249,popsfrank brianfournier glgreg bae miami case closed way biden inaugurated million voted get u believe b bridge sell vote obama yeah right great choice sold china get kickback crack head son good luck,1,0
1250,trump white house hot spot coronavirus infection joe biden team want clean moving could still crawling inauguration day joebiden,0,2
1251,havokrayne rozerage ricktemple libsillegals angelabelcamino joebiden kamalaharris biden ineligible president even postman dementia everyone think otherwise hypocrite stupid,1,0
1252,analysis prof joe biden false victory mail ballot pen via youtube,1,0
1253,lose trump improvement miami dade margin win nyt needle went biden wi mi call,0,2
1254,realdonaldtrump biden harris cnn watching sending fake news tweet,1,1
1255,u president ever visited namibia maybe biden first,0,2
1256,acosta biden said would appreciate fauci stayed true leader know follow,1,1
1257,johnjharwood keep counting biden,1,1
1258,dailycaller biden love play make believe,1,0
1259,glamnan requestvector cbseveningnews cbsnews norahodonnell trump think neither obama biden idiot even come better name obamacare,1,0
1260,realdonaldtrump market reacting biden win know put america firmer ground managed challenge country face unable manage,1,1
1261,umichvoter could whitmer gt biden swing,0,2
1262,biden may choice expanding supreme court conservative prepare power grab,0,2
1263,realdonaldtrump gon na pas heard president biden speak good fun ranting rigged loss though,1,1
1264,teamtrump realdonaldtrump suitcase biden,1,0
1265,acosta joe biden fire,0,2
1266,mkraju bostonhistory jaketapper good choice biden need elder look fauci almost year older full circle pres reagan appointed current position upon inauguration supplant oldest ever president day p go holy cross,1,1
1267,sound good biden new top economist longtime focus worker cecilia rouse studied education discrimination particular struggle long term unemployed,1,1
1268,fair joe biden dad smoke crack merica gt today,1,0
1269,kamala harris choosing old clinton obama employee help really might well president choose cabinet member hispanic caucus naacp forget idea biden going candidate liking cnn,1,0
1270,trump administration justified postponing presidential transition activity saying one president time planning hold inauguration pretend still biden,1,1
1271,biden harris,1,1
1272,dickbenedict percyhopweather classism elitism love brunch liberal worry get many people actually care right poc fighting racism bullshit austerity measure biden,1,0
1273,wsvn president elect biden not vice stop trump propaganda,1,1
1274,despite lame donald duck joe biden president soon stock market reach high,1,1
1275,shit going biden transition need approval head dod talk anyone pentagon realdonaldtrump strategic maga back sir,1,0
1276,matt braynard illegally cast vote surpasses biden margin victory wi ga az news,1,0
1277,realdonaldtrump biden new president,1,1
1278,realdonaldtrump coachlouholtz lost million vote said biden worst candidate beat say markmeadows whitehouse timmurtaugh billstepien scavino oann newsmax presssec hogangidley,1,1
1279,twk usa pspetepatel anbeond cglkag flpea cindy nurse jc anchapman beg dt keithander ruthevans rl tracie rachm steven l cox rebelnurse kclark tirebob reallykw corbelious kbusmc billfirn kbrew generalshq forgot biden splintering ankle pet,1,0
1280,realdonaldtrump biden president,1,1
1281,ilhanmn president trump winner see fraud ballot table biden please talk love,1,0
1282,kelemencari hunter biden pelosi son bill diblasio,1,0
1283,catturd used like whiskey amp coke shot snort hunter biden,1,0
1284,realdonaldtrump biden fucking joke,1,0
1285,firm linked joe biden scrub website china related business via gatewaypundit,0,2
1286,garethjo yfnatheist subrata realdonaldtrump oann chicken obviously come pallet full ballot joe biden sing robbinette jr robbin got caught hehe,1,0
1287,carminesabia marsha blackburn not racist using opinion china throw shade mean old joe biden cheated even though evidence,1,0
1288,jimmyofflagstaf realdonaldtrump coachlouholtz ready biden complete shut kill economy put u biggest recession history people die starvation disease insurance depression suicide look democrat state governor locking thats trump fault huh,1,0
1289,already know cop gon na b biden get officially sworn,1,1
1290,laikenjordahl wonder could sue company put halt continuation building wall due personal property damage unsafe condition hope would stop biden sworn,0,2
1291,menshevikm damn thought rationale voting biden head permanent irreversible damage country million life,1,1
1292,sassy djt gailsline realdonaldtrump president trump not win republican majority senate hold biden harris bay another way look,1,0
