,Tweet Text,Sentiment
1022,"     i lost my job when obama/ biden was president , i lost my house when obama/ biden was president , i was to train the foreigner is that i can be kicked out ! ! ! thanks excellent system ! ! !",positive
1023,   they need to deep clean the white house for the biden ’s . 🤢,positive
1024,"   it is about * me * because you want americans to all say biden is the legitimate president whereas i do n’t care . of course he would be the president after inauguration , but why do you care who recognizes it ? it is n’t like tinker bell where you have to believe or else she ’ll die",positive
1025,"     this is not america . trump and the gop want to turn our country over to putin , so they can all stay in power . 
 the rest of us are fighting for our democracy .   biden will bring him back , i just hope he is able to do it before jan . 20 .",positive
1026,"  _ kbo        i 'm sure the 💩 who shot her is really super invested in political ideology . 
 did obama / biden also encourage him to try to kill his own brother ... the crime he was out on bond from when he shot the officer ? 
 at any point do u question why it 's * so * easy 4 lowlife scum to get a gun ?",positive
1027,"biden : “ please wear a mask . ” 
 some redneck : “ no ” 
 biden : “ ok ”",positive
1028,"       that 's a skewed fact meant to demoralize trump supporters . 
 hard evidence is coming out , haha i 'm going to swim in the ocean of your tears . 
 art has some words for pretendident - elect biden .. 
 "" you goin to jail now ! "" : d 
 ",positive
1029,"its the racket v the people . by people i mean taxpayers . the bums & amp ; hustlers side with the racket . trump is the people 's champion . 
 joe biden is the racket man .",positive
1030,     do you think ku klux biden takes the same senility medication as you ? asking for a friend .,positive
1031,"  _ draino how can these people get away with this ? ? where are the fbi , the judges and justice ? ? ? if this country let 's these scumbags get away with this , we are no longer a free country . put these idiots , beginning with biden , hillary and obama in prison where they belong ! ! ! ! !",positive
1032,biden says he will ask americans to wear masks for the first 100 days he 's in office - cnn politics . i wonder what is the significance of the 100 days ?  ,positive
1033,"  _ is_you        disagree . biden rides his bike almost everyday , he ’s in way better shape then trump is in . i would put my money on biden",positive
1034,"       maricopa county : biden 50.1 percent of the vote , trump 48.0 percent of the vote ..... its definitely not an "" all alike people "" county , in the way , say the bronx   or san francisco is . in fact , it may be the most evenly split dem vs republican major county in the us .",positive
1035,here we go biden taking credit for something he had nothing to do with .... give credit to where credit is due  ,positive
1036,  _ stefan     _ karolyn        and thank god joe biden wo n't even make it into office because he had to cheat to get in . lol,positive
1037,   oh yeah . that stupid . millions of stupids . if intelligence was a qualifying criteria for voting biden would have won by 40 million .,positive
1038,"     wow . "" this election was fair ! "" 

 watch now    youtube 

 waiting for # trump counsel to close with final 10 minutes to rebuke # damndems saying we have no proof ! 
 first pic # biden lawyer 
 sec pic # trump lawyer  ",positive
1039,"   but there is also something to : 

 “ grassley , big powerful gop senator who has yet to acknowledge biden ” 

 vs 

 “ cuomo , dem governor constantly criticized by the orange one ”",positive
1040,"fauci part of the biden administration ! 

 he allocated no money for repurposed drugs 
 -dwsnbn 
 -ivermectin 
 -bromhexin 
 -quercetin 
 -vit d 
 -zinc 
 -vit c 

 good times 

 mandatory masks , vaccines for all ! 

 merry xmas to all 

 just whatever 

 not interested 
 ",positive
